Label,items
NORMAL,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
NORMAL,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
NORMAL,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
NORMAL,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
NORMAL,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
NORMAL,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r1-core', 'admin']"
NORMAL,"['r1-core', 'admin']"
NORMAL,"['r2-dist', 'admin']"
NORMAL,"['r2-dist', 'interface', 'link']"
NORMAL,"['r2-dist', 'ospf', 'router-id']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area']"
NORMAL,"['r2-dist', 'interface', 'link', 'speed', 'duplex']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback']"
NORMAL,"['r2-dist', 'interface', 'link', 'speed', 'duplex']"
NORMAL,"['r2-dist', 'interface', 'link', 'speed', 'duplex']"
NORMAL,['r2-dist']
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'down']"
NORMAL,"['r2-dist', 'interface', 'link', 'speed', 'duplex']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'down']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback', 'neighbor', 'election']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'election']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'election']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'election']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'election']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r2-dist', 'admin']"
NORMAL,"['r2-dist', 'admin']"
NORMAL,"['r3-access', 'admin']"
NORMAL,"['r3-access', 'interface', 'link']"
NORMAL,"['r3-access', 'ospf', 'router-id']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback']"
NORMAL,"['r3-access', 'interface', 'link', 'speed', 'duplex']"
NORMAL,"['r3-access', 'interface', 'link', 'speed', 'duplex']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
NORMAL,['r3-access']
NORMAL,"['r3-access', 'interface', 'link', 'speed', 'duplex']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'down']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'down']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback', 'neighbor', 'election']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'election']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'election']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'election']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'election']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r3-access', 'admin']"
NORMAL,"['r3-access', 'admin']"
NORMAL,"['r1-core', 'netwatch', 'down', 'type']"
NORMAL,"['r1-core', 'error', 'upstream', 'internet', 'connection', 'lost', 'ping']"
UPSTREAM_FAILURE,"['r1-core', 'admin']"
UPSTREAM_FAILURE,"['r1-core', 'interface', 'link']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'router-id']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback']"
UPSTREAM_FAILURE,"['r1-core', 'interface', 'link', 'speed', 'duplex']"
UPSTREAM_FAILURE,"['r1-core', 'admin', 'local']"
UPSTREAM_FAILURE,"['r1-core', 'interface', 'link', 'speed', 'duplex']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
UPSTREAM_FAILURE,"['r1-core', 'interface', 'link', 'speed', 'duplex']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'down']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'down']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback', 'neighbor', 'election']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'election']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'election']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'election']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r1-core', 'netwatch', 'config', 'admin', 'tool', 'netwatch', 'add', 'down-script', 'error', 'upstream', 'internet', 'connection', 'lost', 'ping', 'interval', 'up-script', 'upstream', 'internet', 'connection', 'restored', 'ping']"
UPSTREAM_FAILURE,"['r1-core', 'filter', 'admin', 'filter', 'add', 'action', 'drop', 'chain', 'output', 'comment', 'saklar', 'isp', 'mati', 'disabled', 'yes', 'dst-address', 'protocol', 'icmp']"
UPSTREAM_FAILURE,"['r1-core', 'admin']"
UPSTREAM_FAILURE,"['r1-core', 'admin']"
UPSTREAM_FAILURE,"['r2-dist', 'admin']"
UPSTREAM_FAILURE,"['r2-dist', 'interface', 'link']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'router-id']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback']"
UPSTREAM_FAILURE,"['r2-dist', 'interface', 'link', 'speed', 'duplex']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
UPSTREAM_FAILURE,"['r2-dist', 'interface', 'link', 'down']"
UPSTREAM_FAILURE,"['r2-dist', 'interface', 'link', 'speed', 'duplex']"
UPSTREAM_FAILURE,"['r2-dist', 'interface', 'link', 'speed', 'duplex']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
UPSTREAM_FAILURE,"['r2-dist', 'interface', 'link', 'speed', 'duplex']"
UPSTREAM_FAILURE,['r2-dist']
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'down']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'down']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback', 'neighbor', 'election']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'election']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'election']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'election']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
